val0,val1,val2,val3,val4,val5,val6,val7,val8,val9,Sample,Accuracy
0.4912109375,0.9736328125,0.1923828125,0.4775390625,0.4248046875,0.9013671875,0.3759765625,0.3134765625,0.0224609375,0.6318359375,600,0.675
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.2822265625,0.1630859375,600,0.6666666666666666
0.9912109375,0.9404296875,0.7998046875,0.7080078125,0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.2822265625,0.1630859375,600,0.6666666666666666
0.3134765625,0.4736328125,0.7998046875,0.7080078125,0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.2822265625,0.1630859375,600,0.6666666666666666
0.3134765625,0.9404296875,0.6923828125,0.7080078125,0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.2822265625,0.1630859375,600,0.6666666666666666
0.3134765625,0.9404296875,0.7998046875,0.9775390625,0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.2822265625,0.1630859375,600,0.6666666666666666
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.9248046875,0.0009765625,0.2021484375,0.5556640625,0.2822265625,0.1630859375,600,0.6666666666666666
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.8740234375,0.4013671875,0.2021484375,0.5556640625,0.2822265625,0.1630859375,600,0.6666666666666666
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.8740234375,0.0009765625,0.8759765625,0.5556640625,0.2822265625,0.1630859375,600,0.6583333333333333
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.8740234375,0.0009765625,0.2021484375,0.8134765625,0.2822265625,0.1630859375,600,0.6583333333333333
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.5224609375,0.1630859375,600,0.6666666666666666
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.2822265625,0.1318359375,600,0.6666666666666666
0.9912109375,0.4736328125,0.6923828125,0.9775390625,0.9248046875,0.4013671875,0.8759765625,0.8134765625,0.5224609375,0.1318359375,600,0.65
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7880859375,600,0.6666666666666666
0.3662109375,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7880859375,600,0.6666666666666666
0.4384765625,0.3486328125,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7880859375,600,0.6666666666666666
0.4384765625,0.3154296875,0.0673828125,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7880859375,600,0.675
0.4384765625,0.3154296875,0.6748046875,0.6025390625,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7880859375,600,0.6666666666666666
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.7998046875,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7880859375,600,0.6666666666666666
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.2763671875,0.5771484375,0.1806640625,0.9072265625,0.7880859375,600,0.6666666666666666
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.7509765625,0.1806640625,0.9072265625,0.7880859375,600,0.6583333333333333
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.9384765625,0.9072265625,0.7880859375,600,0.6583333333333333
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.1474609375,0.7880859375,600,0.6666666666666666
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.9072265625,0.7568359375,600,0.6666666666666666
0.3662109375,0.3486328125,0.0673828125,0.6025390625,0.7998046875,0.2763671875,0.7509765625,0.9384765625,0.1474609375,0.7568359375,600,0.6583333333333333
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.8662109375,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.9384765625,0.8486328125,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.9384765625,0.8154296875,0.5673828125,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.9384765625,0.8154296875,0.1748046875,0.1025390625,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.2998046875,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.7763671875,0.0771484375,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.2509765625,0.6806640625,0.4072265625,0.2880859375,600,0.6666666666666666
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.4384765625,0.4072265625,0.2880859375,600,0.675
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.6474609375,0.2880859375,600,0.6666666666666666
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.4072265625,0.2568359375,600,0.6666666666666666
0.8662109375,0.8486328125,0.5673828125,0.1025390625,0.2998046875,0.7763671875,0.2509765625,0.4384765625,0.6474609375,0.2568359375,600,0.675
0.6884765625,0.0654296875,0.9248046875,0.8330078125,0.2490234375,0.6259765625,0.8271484375,0.9306640625,0.1572265625,0.0380859375,600,0.65
0.6162109375,0.0654296875,0.9248046875,0.8330078125,0.2490234375,0.6259765625,0.8271484375,0.9306640625,0.1572265625,0.0380859375,600,0.65
0.6884765625,0.5986328125,0.9248046875,0.8330078125,0.2490234375,0.6259765625,0.8271484375,0.9306640625,0.1572265625,0.0380859375,600,0.65
0.6884765625,0.0654296875,0.3173828125,0.8330078125,0.2490234375,0.6259765625,0.8271484375,0.9306640625,0.1572265625,0.0380859375,600,0.6583333333333333
0.6884765625,0.0654296875,0.9248046875,0.8525390625,0.2490234375,0.6259765625,0.8271484375,0.9306640625,0.1572265625,0.0380859375,600,0.65
0.6884765625,0.0654296875,0.9248046875,0.8330078125,0.0498046875,0.6259765625,0.8271484375,0.9306640625,0.1572265625,0.0380859375,600,0.65
